DC
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
16.78076966943598
83.06879768488051
75.48958691207312
176.5109552357093
213.34603172561904
161.15688447429358
209.0364477326265
19.084606243142165
2.4730228074923124
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
250.65261921036083
558.872746321567
578.5664561110954
491.54694754204576
450.34254642534216
527.2380246654809
587.0035946952335
529.4677199541168
81.73886967787085
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10.79307958548591
42.824696993722455
122.17490814913698
177.40019858553228
290.8007283489541
491.3201480384097
126.88402636371421
139.8857243317025
10.247264255856566
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
16.250995599466133
71.74516863815367
101.83692410136076
179.49009889695085
224.79722168881054
73.52061549313045
282.81655976700125
148.30667931683251
15.309785814186737
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
98.6639495802953
394.44250318373156
485.8651457780149
426.0271872263921
364.582461513293
529.4445528787747
587.7325194403882
528.6445126784846
90.29833476252946
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
115.84412631458378
589.7801591326976
613.9959703598257
526.6087026296427
480.8208043114179
558.9756009335698
629.2655267997748
574.0037366084557
106.51843150096151
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
78.85611770207173
88.48276611928594
130.47636425575132
180.7998149791783
229.90442980402904
505.84531208799075
558.619922976764
502.3118519714466
104.56172721713668
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
48.74468576711446
236.46324954621755
433.1310497471555
404.31177222975174
438.9425633376675
503.42826037197983
558.4072837298647
503.231614613314
110.97713697060306
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
242.52291445781148
526.8644968604797
237.28096440857112
276.07321394060546
255.40727241751011
480.9824547804016
515.2095626793357
432.4305480218804
98.4054855742262
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
13.255999777182835
46.809063492969265
59.89511715920926
93.23672000854447
102.87402095861758
70.2297460669906
464.38110093747156
389.0413372136422
96.59715273024719
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
