DC
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.321867416657322
23.84126126160733
17.68069273385154
19.194188816865417
50.67137351684991
37.97119579150043
47.363125499014366
42.25063588270657
4.751655788418181
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
110.86244082418698
15.614980261207108
25.266379852202057
30.33855735728071
53.395871649589964
38.82586715347379
25.17504037182731
49.245223580280864
33.61140300185567
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
184.85149912144024
34.16895558105538
48.97608930928893
52.1008984322249
98.38541584509935
164.30359458795607
83.60285096681473
6.803035886562806
0.7940914528226898
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
25.56748784327231
97.96123878510963
136.62528756110197
164.8046816406168
131.60078643597058
193.60239055034592
286.1238087754909
404.3499314840778
61.78741924629896
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
223.30929563203034
15.683603702142799
87.70252969051981
36.04922329980127
59.04289126310378
40.02304561489486
11.590292452243135
16.21531202585468
82.91328015483295
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.405076256588567
9.011005916079398
53.62203322470866
190.43680558665562
198.02306108763526
202.90818844767256
78.22885441516327
86.13100556147504
8.496959288118395
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
103.4281015585562
286.53581135026644
350.5383532875425
264.78546664344873
301.2432161713381
307.420657573872
188.91949417284826
394.3624457754671
71.02509583194673
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
38.8605709190159
31.527689720567448
23.079713222994954
91.20312967299054
78.25076495020069
14.874191870167596
46.90018243078987
59.10796257505414
7.70658897073409
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
98.37994430171787
298.118488653793
509.9766007386208
454.2722121530981
425.4979804629231
477.4792725642301
531.6665413848799
487.4615573643789
119.01590455736063
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
127.49022860972055
516.839663257906
520.8628761607739
453.8734772299889
413.74783265672227
454.1572951100652
495.8750079269071
441.6370537233009
108.71416125550688
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
