Power Next
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.39473903
0.82500875
0.63034827
0.42566916
0.4049228
0.5532391
0.6522478
0.08651847
0.03179854
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.3198934
0.61447227
0.7642937
0.65827096
0.6099564
0.31731674
0.043781698
0.671219
0.08220318
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.3605505
0.4477574
0.059823796
0.07882619
0.08576912
0.044170648
0.0140401125
0.24797377
0.0046768785
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.38804796
0.0889774
0.243512
0.23411557
0.1916781
0.24204832
0.7813041
0.761755
0.13106987
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.311827
0.83118963
0.32680026
0.63244045
0.6733252
0.7787562
0.8765696
0.802763
0.14606543
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.073356986
0.28812328
0.4536372
0.3890965
0.37484455
0.36306062
0.38537085
0.068875074
0.020939916
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.37115008
0.3376789
0.3776807
0.18086484
0.3734784
0.4147514
0.27786762
0.7349783
0.14139634
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.37952092
0.8163452
0.8259883
0.52754056
0.6678674
0.75176185
0.83376706
0.7899239
0.14616603
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.29364413
0.31318623
0.21318263
0.13140875
0.6321095
0.49434888
0.65136075
0.48158148
0.014167428
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.078434944
0.07033177
0.16460176
0.27499834
0.17824139
0.07927862
0.038507998
0.06594168
0.01770261
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.37864602
0.33766344
0.49725816
0.5501539
0.5804571
0.6051962
0.72144794
0.8485788
0.23749119
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.12033209
0.28910455
0.46105462
0.3256292
0.40970373
0.19767576
0.3740762
0.08821532
0.02352339
0.0
0.0
0.0
0.0
0.0
