DC
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
252.3312610146777
530.2405131685563
403.7721881308132
269.41337242482854
255.1920770736632
352.268670771185
417.9588820254408
55.280374048513565
20.24253133231576
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
202.0501545958609
388.3767319139786
483.0097791574508
415.1209574774144
384.3595107920624
200.2718716444947
27.662179956590528
424.0437678049647
51.82553411682573
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
227.77426622482528
283.1168488198747
37.80433221754075
49.712471787794
54.04911619000953
27.876383380650243
8.872649547302506
156.67630470018202
2.955593162123517
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
248.01445568433056
56.91396226447775
155.5798521004691
148.13755479856195
120.79671010359225
153.80297852177313
500.7458746932046
487.7288269858476
83.56085394556366
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
199.1076364155702
534.4169835741877
208.87668147140167
400.5878550045815
424.3113295413938
495.8870272024871
561.9844257615146
514.261430058709
93.15912835138376
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
46.32916085521042
182.06464974309367
286.6379139822141
245.3797082055491
236.21267557536723
229.14120763658417
243.49513324852344
43.52222474743615
13.232940559515038
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
234.4670944484428
213.39324185042764
238.63064078793505
114.06564969234364
235.35272744871767
261.7676873486376
175.5618049121395
464.4648623188997
88.95758294229837
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
239.7536348257573
516.1808969965483
522.0523339982262
332.7023636846312
420.8443653580945
474.557436204975
527.0030365887372
499.24770644078336
92.01008106425316
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
185.4920974092776
198.0356661514961
134.73960037422518
82.88101171774112
398.3123840899903
312.0230393477999
411.71802847451113
304.3641677548869
8.94088912185732
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
50.041308389040346
44.963155314056905
105.22244026784269
174.06055553153482
112.32488972814036
50.33146768080294
24.6254859132832
42.15435889276307
11.307458387308015
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
