Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,767050,-,-,-,42.01,-93.78,-6,333,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2000,1,1,0,30,0,0,0,-2,-1,970,89.84,244.9,3.1,0.154
2000,1,1,1,30,0,0,0,-2,-2,970,88.66,255.3,2.4000000000000004,0.154
2000,1,1,2,30,0,0,0,-2,-2,970,88.81,266.6,2,0.154
2000,1,1,3,30,0,0,0,-2,-2,970,89.68,284.7,1.5,0.154
2000,1,1,4,30,0,0,0,-2,-1,970,90.24,310.40000000000003,1.1,0.154
2000,1,1,5,30,0,0,0,-2,-1,970,90.42,350.90000000000003,1.1,0.154
2000,1,1,6,30,0,0,0,-2,-1,970,90.01,23.700000000000003,1.2000000000000002,0.154
2000,1,1,7,30,0,0,0,-2,0,970,83.34,43.300000000000004,1.9000000000000001,0.154
2000,1,1,8,30,0,25,25,-2,0,970,83.74,54.5,2.7,0.154
2000,1,1,9,30,149,97,133,-2,0,970,85.33,62.1,3.2,0.154
2000,1,1,10,30,386,122,256,-1,1,970,81.35000000000001,70.4,3.7,0.154
2000,1,1,11,30,501,130,333,-1,2,970,75.72,81.80000000000001,4.2,0.154
2000,1,1,12,30,398,156,324,-1,3,970,72.19,88.7,4.5,0.154
2000,1,1,13,30,219,164,250,-1,3,970,74.59,94.2,4.5,0.154
2000,1,1,14,30,110,129,164,0,2,960,82.81,97.7,4.4,0.154
2000,1,1,15,30,0,64,64,0,1,960,91.07000000000001,98.2,4.6000000000000005,0.154
2000,1,1,16,30,0,11,11,0,1,960,93.54,110.80000000000001,5.1000000000000005,0.154
2000,1,1,17,30,0,0,0,0,1,960,96.98,120.7,4.9,0.154
2000,1,1,18,30,0,0,0,1,1,960,100,132.9,4,0.154
2000,1,1,19,30,0,0,0,1,1,960,100,129.9,3.5,0.154
2000,1,1,20,30,0,0,0,1,1,960,100,124.2,3.4000000000000004,0.154
2000,1,1,21,30,0,0,0,0,0,960,100,134,2.8000000000000003,0.154
2000,1,1,22,30,0,0,0,0,0,960,100,142.5,2.2,0.154
2000,1,1,23,30,0,0,0,1,0,960,100,156.3,2,0.154
2000,1,2,0,30,0,0,0,0,0,960,100,176,1.6,0.154
2000,1,2,1,30,0,0,0,0,0,960,100,175.70000000000002,1,0.154
2000,1,2,2,30,0,0,0,0,0,960,100,166.3,0.7000000000000001,0.154
2000,1,2,3,30,0,0,0,0,0,950,100,164,0.6000000000000001,0.154
2000,1,2,4,30,0,0,0,0,0,950,100,166.8,0.5,0.154
2000,1,2,5,30,0,0,0,0,0,950,100,171.20000000000002,0.5,0.154
2000,1,2,6,30,0,0,0,0,0,950,100,255,1.3,0.154
2000,1,2,7,30,0,0,0,0,0,960,100,298.8,3.3000000000000003,0.154
2000,1,2,8,30,259,43,71,0,0,960,100,309,5,0.154
2000,1,2,9,30,0,56,56,0,0,960,88.69,315.6,5.7,0.154
2000,1,2,10,30,0,57,57,-1,1,960,85.9,316.40000000000003,5.9,0.154
2000,1,2,11,30,0,82,82,-1,1,960,84.92,313.40000000000003,5.800000000000001,0.154
2000,1,2,12,30,0,94,94,-1,2,960,78.65,313.90000000000003,5.5,0.154
2000,1,2,13,30,0,116,116,-1,2,960,78.35000000000001,319.1,5.2,0.154
2000,1,2,14,30,0,89,89,-1,1,960,84.04,324.70000000000005,4.5,0.154
2000,1,2,15,30,0,24,24,-1,0,970,90.32000000000001,327.40000000000003,3.3000000000000003,0.154
2000,1,2,16,30,103,23,28,-1,0,970,88.92,332.20000000000005,2.3000000000000003,0.154
2000,1,2,17,30,0,0,0,-1,-1,970,87.27,339.20000000000005,2,0.154
2000,1,2,18,30,0,0,0,-2,-1,970,92.48,343.40000000000003,2,0.154
2000,1,2,19,30,0,0,0,-2,-2,970,90.51,353.90000000000003,2,0.154
2000,1,2,20,30,0,0,0,-2,-2,970,95.17,9,2,0.154
2000,1,2,21,30,0,0,0,-3,-3,970,100,21.6,2.1,0.154
2000,1,2,22,30,0,0,0,-3,-3,970,99.07000000000001,29.8,2.4000000000000004,0.154
2000,1,2,23,30,0,0,0,-3,-3,970,90.19,38.2,2.8000000000000003,0.154
2000,1,3,0,30,0,0,0,-3,-3,970,88.68,47.2,3,0.154
2000,1,3,1,30,0,0,0,-3,-3,970,87.64,51.5,3,0.154
2000,1,3,2,30,0,0,0,-3,-2,970,87.56,50.2,3.3000000000000003,0.154
2000,1,3,3,30,0,0,0,-3,-2,970,88.07000000000001,47.1,3.9000000000000004,0.154
2000,1,3,4,30,0,0,0,-3,-2,970,87.41,47.400000000000006,4.3,0.154
2000,1,3,5,30,0,0,0,-4,-2,970,79.7,57.300000000000004,4.5,0.154
2000,1,3,6,30,0,0,0,-4,-2,970,78.65,69.10000000000001,4.6000000000000005,0.154
2000,1,3,7,30,0,0,0,-4,-1,970,78.27,74.8,4.3,0.154
2000,1,3,8,30,0,13,13,-4,-1,970,78.59,65,4.4,0.154
2000,1,3,9,30,0,7,7,-4,-1,970,78.85000000000001,53.900000000000006,4.800000000000001,0.154
2000,1,3,10,30,0,59,59,-4,-1,970,78.73,43.7,5.2,0.154
2000,1,3,11,30,24,158,168,-4,-1,970,77.68,42.900000000000006,5.6000000000000005,0.154
2000,1,3,12,30,0,68,68,-4,-1,970,75.78,39.900000000000006,5.800000000000001,0.154
2000,1,3,13,30,11,143,147,-5,-1,970,74.09,32.2,5.7,0.154
2000,1,3,14,30,72,129,152,-5,-1,970,72.76,23.6,5.7,0.154
2000,1,3,15,30,0,51,51,-5,-2,970,71.60000000000001,14.200000000000001,5.6000000000000005,0.154
2000,1,3,16,30,0,8,8,-5,-2,970,76.09,4.9,5.6000000000000005,0.154
2000,1,3,17,30,0,0,0,-5,-2,970,75.47,356.70000000000005,5.800000000000001,0.154
2000,1,3,18,30,0,0,0,-5,-2,970,74.44,352.40000000000003,6.300000000000001,0.866
2000,1,3,19,30,0,0,0,-6,-3,970,72.52,349.70000000000005,6.800000000000001,0.866
2000,1,3,20,30,0,0,0,-6,-3,970,75.42,346.20000000000005,7.300000000000001,0.866
2000,1,3,21,30,0,0,0,-7,-3,970,72.48,342,7.7,0.866
2000,1,3,22,30,0,0,0,-7,-4,970,74.2,336.40000000000003,8,0.866
2000,1,3,23,30,0,0,0,-8,-4,970,69.45,329.1,8.200000000000001,0.866
2000,1,4,0,30,0,0,0,-10,-6,970,71.55,323.6,8.3,0.866
2000,1,4,1,30,0,0,0,-12,-7,970,64.63,319.20000000000005,8.3,0.866
2000,1,4,2,30,0,0,0,-14,-8,970,59.660000000000004,316.1,8.200000000000001,0.866
2000,1,4,3,30,0,0,0,-15,-8,970,55.53,316.3,7.9,0.866
2000,1,4,4,30,0,0,0,-15,-9,970,57.53,317.70000000000005,7.7,0.866
2000,1,4,5,30,0,0,0,-16,-10,970,54.68,317.3,7.6000000000000005,0.866
2000,1,4,6,30,0,0,0,-17,-10,980,56.25,316.90000000000003,7.300000000000001,0.866
2000,1,4,7,30,0,0,0,-17,-11,980,58.88,316.8,7.2,0.866
2000,1,4,8,30,78,41,50,-17,-10,980,53.120000000000005,318.1,7.1000000000000005,0.866
2000,1,4,9,30,71,97,114,-17,-9,980,48.97,319.20000000000005,7,0.866
2000,1,4,10,30,82,147,176,-17,-8,980,46.94,318.5,6.800000000000001,0.866
2000,1,4,11,30,879,88,449,-16,-7,980,46.42,316.8,6.5,0.866
2000,1,4,12,30,898,87,470,-15,-6,980,42.730000000000004,314.5,6.2,0.866
2000,1,4,13,30,286,159,272,-15,-5,980,45.050000000000004,311.70000000000005,5.9,0.866
2000,1,4,14,30,177,131,187,-14,-5,980,46.57,309.20000000000005,5.4,0.866
2000,1,4,15,30,724,50,198,-14,-6,980,50.76,307.8,4.4,0.866
2000,1,4,16,30,407,21,45,-14,-8,980,58.5,306.40000000000003,3,0.866
2000,1,4,17,30,0,0,0,-14,-9,980,64,304.5,1.9000000000000001,0.866
2000,1,4,18,30,0,0,0,-14,-10,980,69.2,300.7,1.4000000000000001,0.866
2000,1,4,19,30,0,0,0,-14,-11,980,68.51,290.3,1.1,0.866
2000,1,4,20,30,0,0,0,-14,-11,980,73.84,269.40000000000003,0.9,0.866
2000,1,4,21,30,0,0,0,-14,-12,980,73.77,248.5,0.9,0.866
2000,1,4,22,30,0,0,0,-14,-12,980,79.7,229.10000000000002,0.9,0.866
2000,1,4,23,30,0,0,0,-14,-12,980,79.42,207.3,1.1,0.866
2000,1,5,0,30,0,0,0,-14,-12,980,79.22,189.20000000000002,1.4000000000000001,0.866
2000,1,5,1,30,0,0,0,-14,-12,980,79.31,175,1.9000000000000001,0.866
2000,1,5,2,30,0,0,0,-14,-12,980,73.79,166.70000000000002,2.8000000000000003,0.866
2000,1,5,3,30,0,0,0,-14,-12,980,74.81,162.10000000000002,3.7,0.866
2000,1,5,4,30,0,0,0,-14,-11,980,75.92,159.8,4.4,0.866
2000,1,5,5,30,0,0,0,-14,-11,970,76.91,157.4,4.9,0.866
2000,1,5,6,30,0,0,0,-14,-11,970,72.49,155.4,5.2,0.866
2000,1,5,7,30,0,0,0,-13,-10,970,69.37,154.8,5.7,0.866
2000,1,5,8,30,0,27,27,-13,-9,970,67.15,152.5,6.2,0.866
2000,1,5,9,30,31,94,101,-12,-7,970,65.8,151.1,6.4,0.866
2000,1,5,10,30,76,145,172,-11,-5,970,60.74,153.70000000000002,6.4,0.866
2000,1,5,11,30,51,170,192,-10,-3,970,57.15,159,6.4,0.866
2000,1,5,12,30,208,186,275,-9,-1,970,54.28,166.3,6.300000000000001,0.866
2000,1,5,13,30,69,167,195,-7,0,970,55.08,171.3,6.1000000000000005,0.866
2000,1,5,14,30,32,125,135,-7,0,970,59.08,173.4,5.800000000000001,0.866
2000,1,5,15,30,439,59,150,-6,0,970,62.18,175.9,5.4,0.866
2000,1,5,16,30,174,23,33,-6,0,970,63.730000000000004,179.70000000000002,5,0.866
2000,1,5,17,30,0,0,0,-5,0,970,64.56,183.9,4.9,0.866
2000,1,5,18,30,0,0,0,-5,0,970,65.19,192.9,4.6000000000000005,0.866
2000,1,5,19,30,0,0,0,-5,-1,970,70.85000000000001,204.60000000000002,3.8000000000000003,0.866
2000,1,5,20,30,0,0,0,-5,-2,970,76.69,222.3,3.2,0.866
2000,1,5,21,30,0,0,0,-5,-2,970,76.37,237.10000000000002,3,0.866
2000,1,5,22,30,0,0,0,-5,-3,970,75.97,248.4,3,0.866
2000,1,5,23,30,0,0,0,-5,-3,970,83.49,257.7,3.1,0.866
2000,1,6,0,30,0,0,0,-4,-4,970,96.06,267,3.1,0.866
2000,1,6,1,30,0,0,0,-4,-4,970,100,275.5,3.3000000000000003,0.866
2000,1,6,2,30,0,0,0,-4,-4,970,100,282.3,3.8000000000000003,0.866
2000,1,6,3,30,0,0,0,-4,-4,970,95.67,287.2,4.1000000000000005,0.866
2000,1,6,4,30,0,0,0,-5,-4,970,90.42,288.7,4.3,0.866
2000,1,6,5,30,0,0,0,-5,-5,980,94.55,289,4.4,0.866
2000,1,6,6,30,0,0,0,-6,-5,980,91.53,290.2,4.3,0.866
2000,1,6,7,30,0,0,0,-6,-5,980,89.03,289.8,4.2,0.866
2000,1,6,8,30,498,35,90,-6,-4,980,80.35000000000001,291.6,4.1000000000000005,0.866
2000,1,6,9,30,728,61,242,-7,-2,980,68.35000000000001,286.2,4.1000000000000005,0.866
2000,1,6,10,30,834,75,368,-7,0,980,58.22,290.1,4.4,0.866
2000,1,6,11,30,885,80,446,-6,0,980,60.910000000000004,289.40000000000003,4.6000000000000005,0.866
2000,1,6,12,30,899,80,466,-6,1,980,58.11,277.40000000000003,4.9,0.866
